0    ,158023,L. Messi                      ,31,Argentina                     ,94,94,FC Barcelona                            ,110.5M  ,565K ,Left ,10,5'7 ,159lbs
204  ,189068,B. Dost                       ,29,Netherlands                   ,83,83,Sporting CP                             ,26M     ,26K  ,Right,28,6'5 ,196lbs
205  ,188152,Oscar                         ,26,Brazil                        ,83,84,Shanghai SIPG FC                        ,30.5M   ,29K  ,Right,8 ,5'10,146lbs
206  ,186627,M. Balotelli                  ,27,Italy                         ,83,83,OGC Nice                                ,27.5M   ,55K  ,Right,9 ,6'2 ,194lbs
207  ,185221,Luiz Gustavo                  ,30,Brazil                        ,83,83,Olympique de Marseille                  ,19M     ,63K  ,Left ,19,6'2 ,172lbs
208  ,184942,Giuliano                      ,28,Brazil                        ,83,83,Al Nassr                                ,26M     ,64K  ,Right,77,5'8 ,150lbs
209  ,179944,David Luiz                    ,31,Brazil                        ,83,83,Chelsea                                 ,17.5M   ,130K ,Right,30,6'2 ,190lbs
210  ,179783,R. Fhrmann                    ,29,Germany                       ,83,84,FC Schalke 04                           ,20M     ,38K  ,Right,1 ,6'6 ,216lbs
211  ,178088,Juan Mata                     ,30,Spain                         ,83,83,Manchester United                       ,24.5M   ,160K ,Left ,8 ,5'7 ,139lbs
212  ,178086,Adn                           ,31,Spain                         ,83,83,Atltico Madrid                          ,15.5M   ,55K  ,Left ,1 ,6'3 ,203lbs
213  ,178005,Rui Patrcio                   ,30,Portugal                      ,83,83,Wolverhampton Wanderers                 ,16.5M   ,74K  ,Left ,1 ,6'3 ,185lbs
214  ,177683,Y. Sommer                     ,29,Switzerland                   ,83,84,Borussia Mnchengladbach                 ,20M     ,35K  ,Right,1 ,6'0 ,174lbs
215  ,177610,Javi Martnez                  ,29,Spain                         ,83,83,FC Bayern Mnchen                        ,20M     ,94K  ,Right,8 ,6'4 ,190lbs
216  ,177457,L. Bender                     ,29,Germany                       ,83,83,Bayer 04 Leverkusen                     ,20M     ,82K  ,Right,8 ,6'1 ,179lbs
217  ,176266,Lucas Leiva                   ,31,Brazil                        ,83,83,Lazio                                   ,17.5M   ,64K  ,Right,6 ,5'10,172lbs
218  ,163705,S. Mandanda                   ,33,France                        ,83,83,Olympique de Marseille                  ,13M     ,51K  ,Right,16,6'1 ,181lbs
219  ,162895,Cesc Fbregas                  ,31,Spain                         ,83,83,Chelsea                                 ,22M     ,140K ,Right,4 ,5'10,170lbs
220  ,162240,M. Dembl                      ,30,Belgium                       ,83,83,Tottenham Hotspur                       ,24M     ,120K ,Left ,19,6'1 ,181lbs
221  ,156616,F. Ribry                      ,35,France                        ,83,83,FC Bayern Mnchen                        ,11.5M   ,72K  ,Right,7 ,5'7 ,159lbs
222  ,104389,R. Jarstein                   ,33,Norway                        ,83,83,Hertha BSC                              ,13M     ,33K  ,Right,1 ,6'3 ,181lbs
223  ,53302 ,D. De Rossi                   ,34,Italy                         ,83,83,Roma                                    ,8M      ,80K  ,Right,16,6'0 ,183lbs
224  ,24630 ,Pepe Reina                    ,35,Spain                         ,83,83,Milan                                   ,6M      ,56K  ,Right,25,6'2 ,203lbs
225  ,236583,J. Pavlenka                   ,26,Czech Republic                ,82,85,SV Werder Bremen                        ,19.5M   ,30K  ,Right,1 ,6'5 ,179lbs
226  ,235243,M. de Ligt                    ,18,Netherlands                   ,82,91,Ajax                                    ,27M     ,11K  ,Right,3 ,6'2 ,196lbs
227  ,231866,Rodri                         ,22,Spain                         ,82,87,Atltico Madrid                          ,29M     ,59K  ,Right,16,6'3 ,181lbs
228  ,230658,Arthur                        ,21,Brazil                        ,82,90,FC Barcelona                            ,32.5M   ,125K ,Right,8 ,5'7 ,161lbs
229  ,230621,G. Donnarumma                 ,19,Italy                         ,82,93,Milan                                   ,29M     ,23K  ,Right,22,6'5 ,198lbs
230  ,230258,Rosberto Dourado              ,30,Brazil                        ,82,82,Atltico Mineiro                         ,16.5M   ,46K  ,Right,13,5'9 ,154lbs
231  ,230225,Juiano Mestres                ,34,Brazil                        ,82,82,Cruzeiro                                ,6.5M    ,39K  ,Right,3 ,5'11,181lbs
232  ,230168,Raphaelito Anjos              ,30,Brazil                        ,82,82,Grmio                                   ,14M     ,32K  ,Right,1 ,6'3 ,187lbs
233  ,227055,Gelson Martins                ,23,Portugal                      ,82,87,Atltico Madrid                          ,29.5M   ,59K  ,Right,18,5'8 ,159lbs
234  ,224411,Gonalo Guedes                 ,21,Portugal                      ,82,86,Valencia CF                             ,29M     ,36K  ,Right,17,5'10,150lbs
235  ,223959,L. Torreira                   ,22,Uruguay                       ,82,87,Arsenal                                 ,25M     ,98K  ,Right,14,5'6 ,141lbs
236  ,222737,Malcom                        ,21,Brazil                        ,82,89,FC Barcelona                            ,31.5M   ,140K ,Left ,14,5'8 ,163lbs
237  ,221087,Pau Lpez                      ,23,Spain                         ,82,87,Real Betis                              ,21.5M   ,21K  ,Left ,23,6'2 ,170lbs
238  ,220814,L. Hernndez                   ,22,France                        ,82,88,Atltico Madrid                          ,25.5M   ,53K  ,Left ,21,6'0 ,168lbs
239  ,220440,C. Lenglet                    ,23,France                        ,82,88,FC Barcelona                            ,26M     ,135K ,Left ,15,6'1 ,179lbs
240  ,216354,A. Kramari                    ,27,Croatia                       ,82,83,TSG 1899 Hoffenheim                     ,26M     ,54K  ,Right,27,5'10,161lbs
241  ,216267,A. Robertson                  ,24,Scotland                      ,82,87,Liverpool                               ,24.5M   ,98K  ,Left ,3 ,5'10,141lbs
242  ,216194,Dani Garca                    ,28,Spain                         ,82,83,Athletic Club de Bilbao                 ,20M     ,33K  ,Right,16,5'11,176lbs
243  ,212404,F. Bernardeschi               ,24,Italy                         ,82,87,Juventus                                ,29.5M   ,110K ,Left ,20,6'1 ,170lbs
244  ,212194,J. Brandt                     ,22,Germany                       ,82,88,Bayer 04 Leverkusen                     ,30.5M   ,68K  ,Right,10,6'1 ,185lbs
245  ,211320,D. Rugani                     ,23,Italy                         ,82,86,Juventus                                ,24.5M   ,95K  ,Right,15,6'3 ,185lbs
246  ,210617,Samu Castillejo               ,23,Spain                         ,82,86,Milan                                   ,29M     ,94K  ,Left ,7 ,6'0 ,148lbs
247  ,210514,Joo Cancelo                   ,24,Portugal                      ,82,88,Juventus                                ,25.5M   ,95K  ,Right,2 ,6'0 ,163lbs
248  ,210413,A. Romagnoli                  ,23,Italy                         ,82,89,Milan                                   ,26.5M   ,84K  ,Left ,13,6'2 ,172lbs
249  ,209989,T. Partey                     ,25,Ghana                         ,82,88,Atltico Madrid                          ,25.5M   ,59K  ,Right,5 ,6'1 ,170lbs
250  ,209297,Fred                          ,25,Brazil                        ,82,84,Manchester United                       ,26.5M   ,140K ,Left ,17,5'7 ,141lbs
251  ,208830,J. Vardy                      ,31,England                       ,82,82,Leicester City                          ,20M     ,96K  ,Right,9 ,5'10,163lbs
252  ,208596,A. Belotti                    ,24,Italy                         ,82,87,Torino                                  ,30M     ,58K  ,Right,9 ,5'11,159lbs
253  ,208448,E. Forsberg                   ,26,Sweden                        ,82,83,RB Leipzig                              ,26M     ,67K  ,Right,10,5'10,163lbs
254  ,207494,J. Lingard                    ,25,England                       ,82,83,Manchester United                       ,26.5M   ,140K ,Right,7 ,5'9 ,137lbs
255  ,207471,F. Vzquez                     ,29,Argentina                     ,82,82,Sevilla FC                              ,21.5M   ,27K  ,Left ,22,6'1 ,181lbs
256  ,205678,E. Via                        ,28,Bosnia Herzegovina            ,82,82,Medipol Baakehir FK                     ,22.5M   ,40K  ,Right,7 ,5'8 ,139lbs
257  ,205452,A. Rdiger                     ,25,Germany                       ,82,84,Chelsea                                 ,22.5M   ,110K ,Right,16,6'3 ,187lbs
258  ,203551,A. Florenzi                   ,27,Italy                         ,82,83,Roma                                    ,20.5M   ,73K  ,Right,16,5'8 ,148lbs
259  ,203263,H. Maguire                    ,25,England                       ,82,85,Leicester City                          ,23.5M   ,77K  ,Right,6 ,6'4 ,220lbs
260  ,202371,T. Meunier                    ,26,Belgium                       ,82,83,Paris Saint-Germain                     ,21M     ,87K  ,Right,15,6'3 ,198lbs
261  ,201956,S. San                        ,27,Senegal                       ,82,82,FC Schalke 04                           ,18.5M   ,41K  ,Right,26,6'5 ,187lbs
262  ,201455,G. Kondogbia                  ,25,Central African Rep.          ,82,85,Valencia CF                             ,27.5M   ,46K  ,Left ,6 ,6'2 ,176lbs
263  ,201400,Rafinha                       ,25,Brazil                        ,82,87,FC Barcelona                            ,29.5M   ,165K ,Left ,12,5'9 ,157lbs
264  ,201305,Gabriel Paulista              ,27,Brazil                        ,82,83,Valencia CF                             ,21M     ,44K  ,Right,5 ,6'2 ,174lbs
265  ,201153,Morata                        ,25,Spain                         ,82,85,Chelsea                                 ,28.5M   ,135K ,Right,7 ,6'2 ,187lbs
266  ,199987,J. Cillessen                  ,29,Netherlands                   ,82,84,FC Barcelona                            ,18M     ,135K ,Right,1 ,6'1 ,183lbs
267  ,199451,W. Ben Yedder                 ,27,France                        ,82,82,Sevilla FC                              ,23.5M   ,28K  ,Right,9 ,5'7 ,150lbs
268  ,198951,C. Bakambu                    ,27,DR Congo                      ,82,83,Beijing Sinobo Guoan FC                 ,26M     ,33K  ,Right,17,6'0 ,161lbs
269  ,198950,Pablo Sarabia                 ,26,Spain                         ,82,83,Sevilla FC                              ,26M     ,26K  ,Left ,17,5'9 ,154lbs
270  ,198717,W. Zaha                       ,25,Ivory Coast                   ,82,85,Crystal Palace                          ,28.5M   ,78K  ,Right,11,5'11,146lbs
271  ,198706,Luis Alberto                  ,25,Spain                         ,82,85,Lazio                                   ,28.5M   ,67K  ,Right,10,6'0 ,163lbs
272  ,198164,Jonathan Viera                ,28,Spain                         ,82,82,Beijing Sinobo Guoan FC                 ,22.5M   ,31K  ,Right,23,5'7 ,141lbs
273  ,198141,Bartra                        ,27,Spain                         ,82,83,Real Betis                              ,21M     ,32K  ,Right,5 ,6'0 ,161lbs
274  ,197655,S. Coates                     ,27,Uruguay                       ,82,83,Sporting CP                             ,21M     ,19K  ,Right,4 ,6'5 ,203lbs
275  ,195093,Willian Jos                   ,26,Brazil                        ,82,83,Real Sociedad                           ,26.5M   ,44K  ,Right,12,6'2 ,205lbs
276  ,193525,Mrio Fernandes                ,27,Russia                        ,82,82,PFC CSKA Moscow                         ,18.5M   ,1K   ,Right,6 ,6'2 ,176lbs
277  ,193469,Vctor Ruiz                    ,29,Spain                         ,82,83,Villarreal CF                           ,19.5M   ,43K  ,Left ,6 ,6'1 ,172lbs
278  ,193283,T. Delaney                    ,26,Denmark                       ,82,83,Borussia Dortmund                       ,21.5M   ,61K  ,Left ,8 ,6'0 ,174lbs
279  ,192984,K. Casteels                   ,26,Belgium                       ,82,85,VfL Wolfsburg                           ,19.5M   ,46K  ,Left ,13,6'6 ,190lbs
